RegionID,RegionName,StateName,2022-07-31,2022-08-31,2022-09-30
394590,"Fayetteville, AR",AR,1485.7719511318599,1508.8285543608124,1508.6979301017159
394770,"Lansing, MI",MI,1216.1132204473668,1247.365328965329,1257.1164594942
394768,"Lancaster, PA",PA,1262.5270342668182,1282.0184811827958,1276.2101988702882
394997,"Portland, ME",ME,2231.372134548515,2270.5685606060606,2278.1594347679284
395245,"Youngstown, OH",OH,890.9437808493384,905.3482142857143,903.6877182980093
394589,"Fayetteville, NC",NC,1343.441614571804,1359.7986987195247,1365.5612594309598
394792,"Lexington, KY",KY,1324.9669828179592,1338.8943791101685,1340.0615808413636
394898,"Myrtle Beach, SC",SC,1789.9175686107162,1842.2503569268,1886.8639670456494
394971,"Pensacola, FL",FL,1718.4597619794908,1739.3179480672134,1749.5478134303435
394995,"Port St. Lucie, FL",FL,2397.2021156511537,2403.8617820904724,2436.0111038278824
395068,"Santa Rosa, CA",CA,2727.261991969269,2715.668712200524,2726.590994876354
394761,"Lafayette, LA",LA,1253.8268764886798,1251.1100560419834,1241.8938556938003
394698,"Huntsville, AL",AL,1561.5534762123366,1556.4379910103578,1542.827560405878
395019,"Reno, NV",NV,1960.2425166799512,1958.1959470435347,1938.8384352186765
395116,"Springfield, MO",MO,1242.6229012326173,1232.032411511969,1246.6659883650827
395195,"Visalia, CA",CA,1845.4879716547957,1826.6450216450214,1807.6499501640758
394746,"Killeen, TX",TX,1418.2670972788985,1426.8905742802838,1431.3198197944246
394338,"Asheville, NC",NC,1895.172021059601,1892.35022015022,1903.209224105421
395244,"York, PA",PA,1358.7165249268512,1370.4015873015871,1362.844542829982
395183,"Vallejo, CA",CA,2544.2691863323007,2538.078423434365,2534.383185600574
753917,"Santa Maria, CA",CA,4129.8170567894895,4182.611698113207,4113.588914740128
395048,"Salem, OR",OR,1729.2442908364842,1748.1295617962285,1771.0574273757159
395050,"Salinas, CA",CA,2630.3638713833275,2627.6,2643.7290945822606
394502,"Corpus Christi, TX",TX,1401.0008892177746,1413.212432012432,1406.3879725270854
394870,"Mobile, AL",AL,1190.6469637795867,1205.7351254480288,1222.1101665702229
394421,"Brownsville, TX",TX,1152.462312469165,1173.6362433862435,1189.899146314487
395051,"Salisbury, MD",DE,1810.5713147036506,1770.1931216931216,1807.9564822023144
395015,"Reading, PA",PA,1360.0009079797956,1372.2822341057636,1420.257304644139
394658,"Gulfport, MS",MS,1409.4231319043952,1448.2200435729849,1459.868539120735
394820,"Manchester, NH",NH,1945.0655690060619,1976.9229629629629,1996.1626213319082
394612,"Fort Wayne, IN",IN,1179.510399699272,1192.3790770609319,1201.9918770161705
394596,"Flint, MI",MI,1227.8700696727244,1238.0833333333333,1214.0922933642146
394327,"Anchorage, AK",AK,1790.8584772072813,1802.7712664012972,1803.566745056765
394972,"Peoria, IL",IL,1092.2862637581536,1070.811274509804,1064.0111062972824
394439,"Canton, OH",OH,944.0565425409586,950.6170496170497,960.9563139623039
395070,"Savannah, GA",GA,1775.5440183349776,1812.6546896018292,1831.3384706581342
394901,"Naples, FL",FL,2965.375614938669,2938.8499827467217,3040.6487043270035
395096,"Shreveport, LA",LA,1103.8977662241457,1104.0240786749482,1092.4159475229378
394372,"Beaumont, TX",TX,1120.6022534143317,1139.2620192307693,1141.9511156757894
395146,"Tallahassee, FL",FL,1336.6181119736636,1373.0464732798064,1381.3562612941375
394576,"Eugene, OR",OR,1864.6170867806634,1847.7612192389822,1818.6263097766869
394520,"Davenport, IA",IL,911.6081311381485,924.2823717948718,934.2906188123193
394927,"Ocala, FL",FL,1666.8930167958144,1663.4438264738599,1670.6498207934362
394875,"Montgomery, AL",AL,1207.8401826529653,1218.6162615413605,1224.097959600724
394679,"Hickory, NC",NC,1446.1956007273948,1448.075,1452.6788044308926
395164,"Trenton, NJ",NJ,2340.826058827882,2439.6495238095235,2442.2590843490484
394332,"Ann Arbor, MI",MI,1996.6219666094182,2025.388816456613,2035.7034782706737
394602,"Fort Collins, CO",CO,1885.148824881813,1901.8768237957368,1898.5998523357505
394697,"Huntington, WV",OH,880.1540480712553,884.7111111111111,885.697635113106
394796,"Lincoln, NE",NE,1214.9300303194123,1214.6709182008096,1202.1853499987244
395033,"Rockford, IL",IL,1010.5318530149962,1024.037598204265,1053.6609316761342
394645,"Greeley, CO",CO,1804.186586355717,1799.2868052999631,1786.3524215353268
394622,"Gainesville, FL",FL,1598.156160707763,1619.5261191626407,1626.6915711906274
394405,"Boulder, CO",CO,2229.8392063706524,2252.366726734617,2263.2245339191372
394808,"Lubbock, TX",TX,1307.0738663215952,1306.174567134177,1303.2414037826884
395109,"Spartanburg, SC",SC,1285.4687091752069,1286.0093596059114,1281.4070439582508
394646,"Green Bay, WI",WI,915.8643598901655,909.2792022792023,905.9261075243757
395107,"South Bend, IN",IN,1384.8433533565428,1414.7138047138048,1394.59355922698
394488,"Columbus, GA",GA,1196.5542419616631,1204.6341543513956,1212.4245652934444
394579,"Evansville, IN",IN,894.5282768200835,901.9141025641026,919.3139228423374
394471,"Clarksville, TN",TN,1429.8710289989444,1444.02346721143,1451.6631456815746
395028,"Roanoke, VA",VA,1307.3788640358564,1320.3958333333333,1303.5840789704384
394747,"Kingsport, TN",TN,1105.589087227773,1139.2857142857144,1205.6653009822999
394741,"Kennewick, WA",WA,1765.2963241532982,1761.0199456975772,1764.9143357369549
395229,"Wilmington, NC",NC,1756.3732318312777,1782.4356124267888,1788.8316032413181
394937,"Olympia, WA",WA,2172.7837334522665,2180.9375,2179.890932301848
394660,"Hagerstown, MD",MD,1396.229445940412,1426.9376750700283,1436.1556212554021
753875,"Crestview, FL",FL,2014.3996064573146,2040.1093704857349,2048.287857284261
394543,"Duluth, MN",MN,1305.0670978748567,1331.7460317460318,1376.4889197072393
395179,"Utica, NY",NY,1204.8752309804474,1232.5714285714287,1249.8647434537413
394803,"Longview, TX",TX,1096.4082275917176,1129.497619047619,1114.4328474741665
395061,"San Luis Obispo, CA",CA,2848.541358293038,2836.799834731757,2837.7999625696652
394851,"Merced, CA",CA,2034.157906291538,2068.4819517236288,2077.962505801611
394772,"Laredo, TX",TX,1264.97504734584,1273.6380952380953,1292.4077456829682
395197,"Waco, TX",TX,1570.8292502284903,1589.0942205942204,1569.1061393105292
394447,"Cedar Rapids, IA",IA,1176.369404045306,1172.313349861017,1158.5837160778317
395103,"Sioux Falls, SD",SD,1148.7483720936712,1167.3222654902772,1159.0654970217317
394412,"Bremerton, WA",WA,2046.8000190007963,2062.2580086580087,2039.681010382018
395065,"Santa Cruz, CA",CA,3514.509095330869,3534.277435897436,3565.0159420101486
394572,"Erie, PA",PA,903.7595885904924,905.2628205128204,952.5501395104094
394483,"College Station, TX",TX,1253.0399987087949,1253.7622920021472,1288.408166202511
394732,"Kalamazoo, MI",MI,1279.7931289473756,1274.6952999562106,1286.2665768804945
394323,"Amarillo, TX",TX,1315.4363567221155,1314.2094474153298,1300.3939425214878
394924,"Norwich, CT",CT,1630.699915586268,1672.714492753623,1692.7163465331219
394811,"Lynchburg, VA",VA,1191.423187055902,1217.6851851851852,1243.7189002148996
394348,"Atlantic City, NJ",NJ,2194.1962559126623,1955.1298701298701,1877.362068441534
394455,"Charleston, WV",WV,810.9927231466954,797.8888888888888,806.4242093499884
395171,"Tuscaloosa, AL",AL,1422.8196269353766,1487.9751021924938,1507.81695594963
395240,"Yakima, WA",WA,1427.3375387730978,1461.3333333333333,1463.7291870906577
394609,"Fort Smith, AR",AR,1086.3305494519861,1070.1948051948054,1076.4304057159757
394585,"Fargo, ND",ND,1077.9467485365344,1087.3362193362193,1092.7010369663794
394334,"Appleton, WI",WI,1139.2530340273752,1136.260606060606,1160.1372159066073
394387,"Binghamton, NY",NY,1217.3011067293598,1479.4565004887584,1655.5957000818364
395174,"Tyler, TX",TX,1603.5751670253414,1574.7628815628816,1601.3862552787532
753895,"Lafayette, IN",IN,1116.1147318662006,1142.1054112554114,1168.5819523414475
394378,"Bellingham, WA",WA,1821.9914247155548,1820.9202508960573,1811.8986511072605
395161,"Topeka, KS",KS,1020.8876222213063,1047.5383986928105,1049.7212915454895
394813,"Macon, GA",GA,1163.7553046802552,1137.3219017094018,1123.2422698609735
394519,"Daphne, AL",AL,1607.1385399296669,1623.7807017543862,1627.7055086341788
394681,"Hilton Head Island, SC",SC,2411.633101666009,2413.831884057971,2486.569684113002
394454,"Champaign, IL",IL,1037.7945077448076,1035.9699322978893,1025.5387828504956
395030,"Rochester, MN",MN,1486.2997466216048,1483.5013736263736,1483.3409452591682
394848,"Medford, OR",OR,2019.6973790139918,2016.6964285714287,1987.9139981408264
394773,"Las Cruces, NM",NM,1323.32195151984,1338.2575757575758,1324.8269422880985
394429,"Burlington, VT",VT,2180.202070291102,2222.37556561086,2220.8556297372784
394459,"Charlottesville, VA",VA,1717.2511215420097,1733.1714285714286,1739.9947870985704
395247,"Yuma, AZ",AZ,1410.7376598754547,1405.2056277056279,1405.6196748737316
394765,"Lake Havasu City, AZ",AZ,1581.3617402860657,1605.138888888889,1643.477882565156
394346,"Athens, GA",GA,1557.3240245073569,1584.7296296296297,1594.7806764883103
394361,"Barnstable Town, MA",MA,2667.750711752229,2655.703703703704,2557.6222617878343
394464,"Chico, CA",CA,1713.4766842655495,1738.153271848924,1745.7671680332369
394763,"Lake Charles, LA",LA,1169.9750952087109,1157.1507275132274,1139.2368853780665
394485,"Columbia, MO",MO,944.4500448878476,945.4362903225806,965.3051839899539
394691,"Houma, LA",LA,1080.3196414986783,1172.9166666666667,1227.6458569248591
394623,"Gainesville, GA",GA,1706.9715046415665,1714.589500805153,1707.416253381187
394565,"Elkhart, IN",IN,1115.1141790413508,1133.8333333333333,1107.9130065079746
395114,"Springfield, IL",IL,962.9110820728525,981.0026455026455,1000.3855544175466
394726,"Johnson City, TN",TN,1374.8051316970764,1417.9481481481482,1461.3349752622798
394597,"Florence, SC",SC,1260.0097238675485,1280.7083333333333,1357.1738344509074
394716,"Jacksonville, NC",NC,1355.0304449702992,1387.3962962962962,1391.279741404203
394680,"Hilo, HI",HI,1851.5349199350408,1916.4444444444446,2018.362431309854
395118,"St. Cloud, MN",MN,1309.5379417305312,1296.9776334776336,1317.7875932232937
394380,"Bend, OR",OR,2333.3279548826545,2349.7257006559335,2349.2922878735835
394872,"Monroe, LA",LA,1058.5795161233464,1057.638888888889,1082.8476338833636
395011,"Racine, WI",WI,962.5749311564607,978.0555555555555,978.8703743473678
395009,"Punta Gorda, FL",FL,2560.2902154026265,2483.8204678362576,2486.3737660778575
395047,"Saginaw, MI",MI,"",873.8888888888888,869.3798462535392
395202,"Warner Robins, GA",GA,1419.286149994638,1457.8400488400487,1477.088996765506
395151,"Terre Haute, IN",IN,838.5088493488083,866.4571428571429,873.4459156749656
395119,"St. George, UT",UT,1690.0478101287265,1720.4285714285713,1744.2688087233944
394386,"Billings, MT",MT,1213.312133472687,1244.0915404040404,1252.256429745557
394860,"Midland, TX",TX,1328.0452254383138,1352.2596371882087,1340.2696662284488
394539,"Dover, DE",DE,1574.558777887503,1575.4166666666667,1582.209592144146
394651,"Greenville, NC",NC,1407.6409983405567,1415.8090354090352,1438.0156814827833
394406,"Bowling Green, KY",KY,1206.5352525726282,1222.202380952381,1222.3299634155262
394559,"El Centro, CA",CA,1265.327328223031,1300.0,1402.3898008259216
394729,"Joplin, MO",MO,1046.4269408812763,1030.5555555555557,1015.840931701818
395162,"Torrington, CT",CT,1589.8678747425367,1544.4411375661375,1553.8736643602729
394712,"Jackson, TN",TN,1221.5516006593145,1207.0833333333333,1218.7835359728244
395018,"Redding, CA",CA,1596.1065066376996,1598.4444444444443,1613.428629600913
394748,"Kingston, NY",NY,1907.1489881058126,1908.3453768453767,1929.719862191376
395246,"Yuba City, CA",CA,2381.392900890988,2327.225,2323.8776790186494
394707,"Iowa City, IA",IA,1046.2055169228615,1051.2938043173535,1067.2791984452417
394896,"Muskegon, MI",MI,1104.8102717235622,1107.530735930736,1124.5525872083836
394299,"Abilene, TX",TX,1030.490168865002,1050.7037417654808,1068.3852654944455
394944,"Oshkosh, WI",WI,951.9140993817334,934.2029005150447,914.1474029057786
394428,"Burlington, NC",NC,1252.696377640154,1279.0151515151517,1304.632583403092
394960,"Panama City, FL",FL,1789.6989168227942,1826.949806949807,1853.970691203046
753869,"Bloomington, IL",IL,1270.8274045985977,1275.1109307359309,1241.2644683218139
394480,"Coeur d'Alene, ID",ID,2181.8003734447702,2118.992557150452,2099.4290903282285
394553,"East Stroudsburg, PA",PA,1767.1063428959906,1736.9444444444443,1719.8745879742276
394555,"Eau Claire, WI",WI,997.3765020053639,1000.4680933101985,1073.7758731442343
395007,"Pueblo, CO",CO,1262.720636258556,1261.7474747474746,1243.209485777413
394671,"Hattiesburg, MS",MS,1361.053538317805,1364.388888888889,1389.648334064636
394393,"Bloomington, IN",IN,1628.4799234704928,1668.5245098039215,1690.5911095155595
395210,"Waterloo, IA",IA,893.3419097889362,913.0753968253968,926.3972973943575
394731,"Kahului, HI",HI,3156.7475381232334,3252.6666666666665,3246.975733306261
394930,"Odessa, TX",TX,1299.9392909403107,1333.9354066985645,1335.74427909179
394392,"Blacksburg, VA",VA,1407.620839102845,1388.482142857143,1420.612605425111
394351,"Auburn, AL",AL,1621.9035291455925,1672.2936507936508,1695.4684731447092
395170,"Tupelo, MS",MS,1334.560004350202,1315.7222222222224,1310.0259843201115
395215,"Wausau, WI",WI,869.6749709908255,867.4206349206348,743.9773960223747
394720,"Janesville, WI",WI,996.3529471861224,970.2083333333334,965.9421618814741
395079,"Sebastian, FL",FL,2227.195039113437,2236.050246050246,2170.190248145199
395125,"State College, PA",PA,1575.813676059212,1606.2777777777776,1595.5020435324063
394814,"Madera, CA",CA,1818.350900718959,1863.8888888888887,1784.5206494238669
394710,"Jackson, MI",MI,1020.8513535527477,1058.0119047619048,982.1449686485834
394453,"Chambersburg, PA",PA,1137.271079553727,1135.0892857142856,1132.891990338943
394639,"Grand Junction, CO",CO,1530.8913017330165,1579.8290598290598,1583.7140085930403
394703,"Idaho Falls, ID",ID,1377.9674788708332,1380.9282407407406,1374.2805059568889
394563,"Elizabethtown, KY",KY,1198.2945635207095,1220.0,1270.1177713795266
394917,"Niles, MI",MI,1570.220455552676,1557.2777777777776,1530.3305300559252
394685,"Homosassa Springs, FL",FL,1545.594692511703,1563.1580086580086,1540.2825322200092
394523,"Decatur, AL",AL,1041.9693578663853,1054.5833333333333,1044.107246919243
394662,"Hanford, CA",CA,1686.373904624336,1762.361111111111,1812.5705275427783
394493,"Concord, NH",NH,2093.189775601511,2085.888888888889,2107.902564897087
395223,"Wichita Falls, TX",TX,1276.5204835821733,1274.0972222222224,1265.102796888568
395066,"Santa Fe, NM",NM,1810.8254430451368,1837.1164125729345,1822.3853153178948
394359,"Bangor, ME",ME,1288.9728715269687,1295.1515151515152,1304.2647507614254
395163,"Traverse City, MI",MI,1872.4027290992435,1774.6031746031747,1749.4928658265321
394314,"Alexandria, LA",LA,1593.1924979996616,1550.0,1624.336319184266
394873,"Monroe, MI",MI,1266.641289873269,1258.011111111111,1252.5924339398316
394537,"Dothan, AL",AL,1362.6034868938946,1316.6666666666667,1235.8501715399368
394723,"Jefferson City, MO",MO,1030.5364994590675,1029.1666666666667,""
395152,"Texarkana, TX",TX,"",1173.0,1156.5862439466398
394598,"Florence, AL",AL,1164.027861000458,1195.8333333333333,1210.9420209616103
395182,"Valdosta, GA",GA,1452.2517078519725,1392.0416666666667,1377.107185006622
395193,"Vineland, NJ",NJ,1713.4869792987388,1671.6666666666667,1610.3863610899746
395036,"Rocky Mount, NC",NC,1037.180986832165,1054.2222222222224,1054.1429060332116
394306,"Albany, GA",GA,945.1091463749386,939.5502645502646,939.6621246892387
395102,"Sioux City, IA",IA,1171.5821321106932,1183.1166666666666,1181.739558539759
395013,"Rapid City, SD",SD,1471.792807981955,1493.9030303030302,1507.9749813376964
394800,"Logan, UT",UT,1278.6597660622697,1233.3333333333333,1221.1964074521734
394880,"Morristown, TN",TN,1191.910919204251,1312.5,1328.3331285640134
394595,"Flagstaff, AZ",AZ,2582.391905986699,2567.1851851851857,2609.7382482164007
395232,"Winchester, VA",VA,1772.9011096662332,1761.3333333333333,1760.2689588165222
394783,"Lebanon, PA",PA,1245.5097983240641,1231.8666666666666,1268.4817091721259
395000,"Pottsville, PA",PA,1001.7267864564657,1041.6666666666667,1016.5679649943205
394879,"Morgantown, WV",WV,1346.8522908197283,1353.9957264957266,1350.864376510941
395139,"Sumter, SC",SC,1060.6195325306328,1083.5833333333333,1099.3365485738666
395153,"The Villages, FL",FL,1858.1775178766607,2023.1944444444446,2121.399918581195
395094,"Sherman, TX",TX,1480.1423393061607,1474.0119047619046,1489.8955253267263
395221,"Wheeling, WV",OH,880.6205917986813,836.6666666666666,851.073093410022
394756,"La Crosse, WI",WI,1155.414827783587,1174.922619047619,1190.8530810525242
394661,"Hammond, LA",LA,1365.6385830105996,1403.9814814814815,1337.7273122207018
394900,"Napa, CA",CA,3279.912443533181,3299.2859987483644,3291.9667747714075
394668,"Harrisonburg, VA",VA,1382.5276598808953,1407.9629629629628,1460.9397228803628
394728,"Jonesboro, AR",AR,1238.9173618408433,1236.6666666666667,1239.8917554652057
394442,"Carbondale, IL",IL,942.2858429924644,958.3333333333334,991.532638665408
394577,"Eureka, CA",CA,1353.3699743168663,1400.638888888889,1426.2042953790576
395117,"Springfield, OH",OH,747.5367537139405,789.7222222222222,797.6580171439593
394368,"Battle Creek, MI",MI,1170.1015091320403,1212.861111111111,1187.0720048276232
394307,"Albany, OR",OR,1741.5040847606733,1817.611111111111,1874.82114603207
394890,"Mount Vernon, WA",WA,2653.476586618492,2287.0,2315.675029108519
394821,"Manhattan, KS",KS,1085.2736751421728,1097.306565528152,1101.6902481134646
394810,"Lumberton, NC",NC,"",875.0,899.8571205732571
394390,"Bismarck, ND",ND,892.4898239467707,904.1666666666666,914.503972718197
394727,"Johnstown, PA",PA,754.805549021926,761.468253968254,765.4717016828661
395098,"Sierra Vista, AZ",AZ,1273.4811305767585,1252.7777777777776,1280.1917864044071
394780,"Lawton, OK",OK,961.7580727581446,979.8191919191919,981.2291644159756
394719,"Jamestown, NY",NY,852.2081981481568,964.1666666666666,929.6006176163802
394474,"Cleveland, TN",TN,1391.8000553102233,1369.7222222222224,1360.6190994784708
394983,"Pittsfield, MA",MA,1492.4817655312495,1483.3333333333333,1509.8413377628538
394325,"Ames, IA",IA,988.6650101061865,993.8148148148148,991.3809501972768
395128,"Staunton, VA",VA,1189.4723841407485,1196.7989417989418,1225.8535285317257
394633,"Glens Falls, NY",NY,1007.8566029945275,1025.0,1040.8755568717645
394635,"Goldsboro, NC",NC,1124.4562891405722,1100.0,1147.2889172489306
394588,"Farmington, NM",NM,1373.5552231573752,1412.9444444444443,1367.4743031627522
394905,"New Bern, NC",NC,1398.3292061049747,1397.8511904761906,1412.553563581653
394353,"Augusta, ME",ME,1342.6746436330918,1308.75,1347.5280237124193
395054,"San Angelo, TX",TX,1353.9941165703667,1368.7400793650795,1391.820012425506
395120,"St. Joseph, MO",MO,812.5595906778493,851.1111111111112,842.7146864673198
394778,"Lawrence, KS",KS,1332.202462604991,1313.3253968253969,1341.3042828279563
394867,"Missoula, MT",MT,1632.758357128241,1641.1372053872053,1626.9947009022385
